# SpotBugs LOW-confidence reviewed inventory.
# Format: type|priority|class|method|methodDescriptor|field|fieldDescriptor|count
# Every change requires review against documentation/StaticAnalysis.md.
HE_EQUALS_NO_HASHCODE|2|com.googlecode.cqengine.query.simple.StringMatchesRegex|equals|(Ljava/lang/Object;)Z|||1
HE_EQUALS_NO_HASHCODE|2|com.googlecode.cqengine.query.simple.StringStartsWith|equals|(Ljava/lang/Object;)Z|||1
HE_EQUALS_NO_HASHCODE|3|com.googlecode.cqengine.query.comparative.Max|equals|(Ljava/lang/Object;)Z|||1
HE_EQUALS_NO_HASHCODE|3|com.googlecode.cqengine.query.comparative.Min|equals|(Ljava/lang/Object;)Z|||1
HE_EQUALS_NO_HASHCODE|3|com.googlecode.cqengine.query.logical.And|equals|(Ljava/lang/Object;)Z|||1
HE_EQUALS_NO_HASHCODE|3|com.googlecode.cqengine.query.simple.Has|equals|(Ljava/lang/Object;)Z|||1
HE_HASHCODE_USE_OBJECT_EQUALS|3|com.googlecode.cqengine.query.comparative.SimpleComparativeQuery|hashCode|()I|||1
HE_HASHCODE_USE_OBJECT_EQUALS|3|com.googlecode.cqengine.query.logical.LogicalQuery|hashCode|()I|||1
HE_HASHCODE_USE_OBJECT_EQUALS|3|com.googlecode.cqengine.query.simple.SimpleQuery|hashCode|()I|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.compound.CompoundIndex|getCountOfDistinctKeys|(Lcom/googlecode/cqengine/query/option/QueryOptions;)Ljava/lang/Integer;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.hash.HashIndex|getCountOfDistinctKeys|(Lcom/googlecode/cqengine/query/option/QueryOptions;)Ljava/lang/Integer;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.navigable.NavigableIndex$2|perform|()Ljava/lang/Iterable;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.navigable.NavigableIndex$3|perform|()Ljava/lang/Iterable;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.navigable.NavigableIndex$4|perform|()Ljava/lang/Iterable;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.index.navigable.NavigableIndex|getCountOfDistinctKeys|(Lcom/googlecode/cqengine/query/option/QueryOptions;)Ljava/lang/Integer;|||1
IAOM_DO_NOT_INCREASE_METHOD_ACCESSIBILITY|3|com.googlecode.cqengine.query.simple.StringIsPrefixOf|calcHashCode|()I|||1
MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR|3|com.googlecode.cqengine.ConcurrentIndexedCollection|<init>|(Lcom/googlecode/cqengine/persistence/Persistence;)V|||1
MS_FINAL_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarLexer|||channelNames|[Ljava/lang/String;|1
MS_FINAL_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarLexer|||modeNames|[Ljava/lang/String;|1
MS_FINAL_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarLexer|||channelNames|[Ljava/lang/String;|1
MS_FINAL_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarLexer|||modeNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarLexer|||_decisionToDFA|[Lorg/antlr/v4/runtime/dfa/DFA;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarLexer|||ruleNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarLexer|||tokenNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|||_decisionToDFA|[Lorg/antlr/v4/runtime/dfa/DFA;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|||ruleNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|||tokenNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarLexer|||_decisionToDFA|[Lorg/antlr/v4/runtime/dfa/DFA;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarLexer|||ruleNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarLexer|||tokenNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|||_decisionToDFA|[Lorg/antlr/v4/runtime/dfa/DFA;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|||ruleNames|[Ljava/lang/String;|1
MS_PKGPROTECT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|||tokenNames|[Ljava/lang/String;|1
MS_SHOULD_BE_FINAL|1|com.googlecode.cqengine.codegen.AttributeNameProducers|||USE_MEMBER_NAMES_VERBATIM|Ljava/util/function/Function;|1
MS_SHOULD_BE_FINAL|1|com.googlecode.cqengine.index.sqlite.support.SQLiteIndexFlags|||BULK_IMPORT_SUSPEND_SYNC_AND_JOURNALING|Ljava/lang/String;|1
MS_SHOULD_BE_FINAL|1|com.googlecode.cqengine.index.sqlite.support.SQLiteIndexFlags|||BULK_IMPORT|Ljava/lang/String;|1
MS_SHOULD_BE_FINAL|1|com.googlecode.cqengine.persistence.support.PersistenceFlags|||READ_REQUEST|Ljava/lang/String;|1
MS_SHOULD_BE_FINAL|1|com.googlecode.cqengine.query.parser.cqn.support.ApacheSolrDataMathParser|||UTC|Ljava/util/TimeZone;|1
MS_SHOULD_BE_FINAL|3|com.googlecode.cqengine.codegen.AttributeNameProducers|||USE_HUMAN_READABLE_NAMES_FOR_GETTERS|Ljava/util/function/Function;|1
NM_CONFUSING|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$AnnotationMethodRestContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$AnnotationMethodRestContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$AnnotationTypeDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$AttributeNameContext|StringLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$CatchClauseContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ClassDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ClassOrInterfaceTypeContext|Identifier|()Ljava/util/List;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ClassOrInterfaceTypeContext|Identifier|(I)Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ConstantDeclaratorContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ConstructorDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$CreatedNameContext|Identifier|()Ljava/util/List;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$CreatedNameContext|Identifier|(I)Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ElementValuePairContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$EnumConstantContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$EnumConstantNameContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$EnumDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ExplicitGenericInvocationSuffixContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ExpressionContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$InnerCreatorContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$InterfaceDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$InterfaceMethodDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$MethodDeclarationContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$ObjectTypeContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$PrimaryContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$QualifiedNameContext|Identifier|()Ljava/util/List;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$QualifiedNameContext|Identifier|(I)Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$QueryParameterContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$StatementContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$StringQueryParameterContext|StringLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$SuperSuffixContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$TypeParameterContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$VariableDeclaratorIdContext|Identifier|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$VerboseBetweenQueryContext|BooleanLiteral|()Ljava/util/List;|||1
NM_METHOD_NAMING_CONVENTION|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$VerboseBetweenQueryContext|BooleanLiteral|(I)Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|BooleanLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|CharacterLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|FloatingPointLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|IntegerLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|NullLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_METHOD_NAMING_CONVENTION|3|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser$LiteralContext|StringLiteral|()Lorg/antlr/v4/runtime/tree/TerminalNode;|||1
NM_SAME_SIMPLE_NAME_AS_SUPERCLASS|1|com.googlecode.cqengine.query.parser.sql.support.DateMathParser|||||1
PZLA_PREFER_ZERO_LENGTH_ARRAYS|3|com.googlecode.cqengine.query.FunctionGenericTypeResolver|findRawArguments|(Ljava/lang/reflect/Type;Ljava/lang/Class;Ljava/util/Map;)[Ljava/lang/Class;|||1
PZLA_PREFER_ZERO_LENGTH_ARRAYS|3|com.googlecode.cqengine.query.FunctionGenericTypeResolver|resolveRawArguments|(Ljava/lang/Class;Ljava/lang/Class;)[Ljava/lang/Class;|||1
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE|2|com.googlecode.cqengine.index.radixinverted.InvertedRadixTreeIndex$4|contains|(Ljava/lang/Object;)Z|||1
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE|2|com.googlecode.cqengine.index.radixinverted.InvertedRadixTreeIndex$4|getMergeCost|()I|||1
RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE|2|com.googlecode.cqengine.index.radixinverted.InvertedRadixTreeIndex$4|size|()I|||1
REC_CATCH_EXCEPTION|2|com.googlecode.cqengine.codegen.AttributeBytecodeGenerator|generateMultiValueAttribute|(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/Class;|||1
REC_CATCH_EXCEPTION|2|com.googlecode.cqengine.codegen.AttributeBytecodeGenerator|generateMultiValueNullableAttribute|(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;ZLjava/lang/String;)Ljava/lang/Class;|||1
REC_CATCH_EXCEPTION|2|com.googlecode.cqengine.persistence.support.serialization.KryoSerializer|deserialize|([B)Ljava/lang/Object;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.attribute.support.AbstractAttribute|readGenericAttributeType|(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Class;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.attribute.support.AbstractAttribute|readGenericObjectType|(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Class;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.codegen.AttributeBytecodeGenerator|ensureParameterizedGetterExists|(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.codegen.AttributeBytecodeGenerator|generateSimpleAttribute|(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/Class;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.codegen.AttributeSourceGenerator|generateAttributeForMember|(Ljava/lang/Class;Ljava/lang/reflect/Member;)Ljava/lang/String;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIdentityIndex|createSerializer|(Ljava/lang/Class;)Lcom/googlecode/cqengine/persistence/support/serialization/PojoSerializer;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|countDistinct|(Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)I|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|count|(Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)I|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.persistence.support.serialization.KryoSerializer|serialize|(Ljava/lang/Object;)[B|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.query.parser.cqn.support.FallbackValueParser|parse|(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;|||1
REC_CATCH_EXCEPTION|3|com.googlecode.cqengine.query.parser.sql.support.FallbackValueParser|parse|(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;|||1
RI_REDUNDANT_INTERFACES|3|com.googlecode.cqengine.resultset.closeable.CloseableFilteringResultSet|||||1
RI_REDUNDANT_INTERFACES|3|com.googlecode.cqengine.resultset.closeable.CloseableResultSet|||||1
SE_COMPARATOR_SHOULD_BE_SERIALIZABLE|2|com.googlecode.cqengine.resultset.common.QueryCostComparators$MergeCostComparator|||||1
SE_COMPARATOR_SHOULD_BE_SERIALIZABLE|2|com.googlecode.cqengine.resultset.common.QueryCostComparators$RetrievalCostComparator|||||1
SE_COMPARATOR_SHOULD_BE_SERIALIZABLE|3|com.googlecode.cqengine.resultset.order.AttributeOrdersComparator|||||1
SF_SWITCH_FALLTHROUGH|3|com.googlecode.cqengine.query.parser.cqn.support.ApacheSolrDataMathParser|round|(Ljava/util/Calendar;Ljava/lang/String;)V|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|annotationMethodOrConstantRest|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$AnnotationMethodOrConstantRestContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|annotationTypeElementRest|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$AnnotationTypeElementRestContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|annotation|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$AnnotationContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|blockStatement|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$BlockStatementContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|classBodyDeclaration|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ClassBodyDeclarationContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|classCreatorRest|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ClassCreatorRestContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|classOrInterfaceType|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ClassOrInterfaceTypeContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|compilationUnit|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$CompilationUnitContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|expression|(I)Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ExpressionContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|forControl|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ForControlContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|forInit|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$ForInitContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|formalParameterList|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$FormalParameterListContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|interfaceMemberDeclaration|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$InterfaceMemberDeclarationContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|memberDeclaration|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$MemberDeclarationContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|nonWildcardTypeArgumentsOrDiamond|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$NonWildcardTypeArgumentsOrDiamondContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|simpleQuery|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$SimpleQueryContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|statement|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$StatementContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|superSuffix|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$SuperSuffixContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|switchLabel|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$SwitchLabelContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|typeArgumentsOrDiamond|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$TypeArgumentsOrDiamondContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.cqn.grammar.CQNGrammarParser|typeDeclaration|()Lcom/googlecode/cqengine/query/parser/cqn/grammar/CQNGrammarParser$TypeDeclarationContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|alter_table_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Alter_table_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|analyze_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Analyze_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|attach_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Attach_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|begin_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Begin_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|column_constraint|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Column_constraintContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|column_def|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Column_defContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|commit_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Commit_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|compound_operator|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Compound_operatorContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|compound_select_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Compound_select_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|create_index_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Create_index_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|create_table_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Create_table_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|create_trigger_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Create_trigger_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|create_view_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Create_view_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|create_virtual_table_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Create_virtual_table_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|detach_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Detach_stmtContext;|||1
